 eta,F,F_prime,F_double_prime
   2.4480000000000013      ,   1.8028063267111991      ,  0.99170163163397862      ,   2.3060159446087816E-002
   2.4960000000000013      ,   1.8504335293721166      ,  0.99274388726969109      ,   2.0414165926160358E-002
   2.5440000000000014      ,   1.8981078178512127      ,  0.99366569918184466      ,   1.8037685866580562E-002
   2.5920000000000014      ,   1.9458237123039921      ,  0.99447944271928101      ,   1.5907578796586913E-002
   2.6400000000000015      ,   1.9935763008109375      ,  0.99519641780875590      ,   1.4002171046797870E-002
   2.6880000000000015      ,   2.0413611894349772      ,  0.99582691859635875      ,   1.2301222678800875E-002
   2.7360000000000015      ,   2.0891744555809977      ,  0.99638030133794631      ,   1.0785887763051566E-002
   2.7840000000000016      ,   2.1370126045660642      ,  0.99686505024289385      ,   9.4386689830870240E-003
   2.8320000000000016      ,   2.1848725292959452      ,  0.99728884102166271      ,   8.2433675113799780E-003
   2.8800000000000017      ,   2.2327514729326232      ,  0.99765860193210321      ,   7.1850290610808564E-003
   2.9280000000000017      ,   2.2806469944286607      ,  0.99798057216168612      ,   6.2498869696677953E-003
   2.9760000000000018      ,   2.3285569367974444      ,  0.99826035742266617      ,   5.4253031164333727E-003
   3.0240000000000018      ,   2.3764793979833163      ,  0.99850298267428128      ,   4.6997074170606447E-003
   3.0720000000000018      ,   2.4244127041923260      ,  0.99871294192029192      ,   4.0625365765302908E-003
   3.1200000000000019      ,   2.4723553855426013      ,  0.99889424506132818      ,   3.5041727174531887E-003
   3.1680000000000019      ,   2.5203061538930513      ,  0.99905046180957413      ,   3.0158824357634445E-003
   3.2160000000000020      ,   2.5682638827100712      ,  0.99918476269824363      ,   2.5897567705728689E-003
   3.2640000000000020      ,   2.6162275888340250      ,  0.99929995724012555      ,   2.2186525108143472E-003
   3.3120000000000021      ,   2.6641964160103457      ,  0.99939852930825401      ,   1.8961351989153061E-003
   3.3600000000000021      ,   2.7121696200539884      ,  0.99948266982760370      ,   1.6164241318537644E-003
   3.4080000000000021      ,   2.7601465555205658      ,  0.99955430687975011      ,   1.3743396031526275E-003
   3.4560000000000022      ,   2.8081266637626507      ,  0.99961513333283381      ,   1.1652525761407615E-003
   3.5040000000000022      ,   2.8561094622553154      ,  0.99966663211710238      ,   9.8503692951607512E-004
   3.5520000000000023      ,   2.9040945350809020      ,  0.99971009927197552      ,   8.3002437114368019E-004
   3.6000000000000023      ,   2.9520815244691572      ,  0.99974666489418729      ,   6.9696207526816374E-004
   3.6480000000000024      ,   3.0000701232951257      ,  0.99977731211831788      ,   5.8297306197812562E-004
   3.6960000000000024      ,   3.0480600684435202      ,  0.99980289426114810      ,   4.8551930581661965E-004
   3.7440000000000024      ,   3.0960511349545579      ,  0.99982415025995985      ,   4.0236753279469730E-004
   3.7920000000000025      ,   3.1440431308724479      ,  0.99984171853237080      ,   3.3155764158690330E-004
   3.8400000000000025      ,   3.1920358927237573      ,  0.99985614938172451      ,   2.7137366516727688E-004
   3.8880000000000026      ,   3.2400292815587304      ,  0.99986791606764536      ,   2.2031717334149896E-004
   3.9360000000000026      ,   3.2880231794942607      ,  0.99987742465627727      ,   1.7708300427422062E-004
   3.9840000000000027      ,   3.3360174867025765      ,  0.99988502275912439      ,   1.4053720390795772E-004
